date,raw,baseline,robust_z,stat_outlier,april_capped,event_capped,clean
2026-01-26,64.0,64.0,-0.17,False,False,False,64.0
2026-01-27,68.0,70.0,-0.39,False,False,False,68.0
2026-01-28,88.0,84.0,0.33,False,False,False,88.0
2026-01-29,91.0,85.0,0.48,False,False,False,91.0
2026-01-30,74.0,80.0,-0.78,False,False,False,74.0
2026-01-31,60.0,64.0,-0.62,False,False,False,60.0
2026-02-01,52.0,45.0,1.14,False,False,False,52.0
2026-02-02,109.0,69.0,3.66,False,False,False,109.0
2026-02-03,78.0,80.0,-0.32,False,False,False,78.0
2026-02-04,94.0,97.0,-0.39,False,False,False,94.0
2026-02-05,95.0,92.0,0.18,False,False,False,95.0
2026-02-06,92.0,90.0,0.07,False,False,False,92.0
2026-02-07,75.0,71.0,0.32,False,False,False,75.0
2026-02-08,46.0,49.0,-0.68,False,False,False,46.0
2026-02-09,70.0,77.0,-0.9,False,False,False,70.0
2026-02-10,98.0,91.0,0.55,False,False,False,98.0
2026-02-11,114.0,105.0,0.6,False,False,False,114.0
2026-02-12,91.0,95.0,-0.47,False,False,False,91.0
2026-02-13,68.0,101.0,-3.4,False,False,False,68.0
2026-02-14,76.0,75.0,-0.03,False,False,False,76.0
2026-02-15,52.0,50.0,0.19,False,False,False,52.0
2026-02-16,85.0,83.0,0.11,False,False,False,85.0
2026-02-17,78.0,95.0,-1.79,False,False,False,78.0
2026-02-18,82.0,103.0,-2.01,False,False,False,82.0
2026-02-19,93.0,88.0,0.39,False,False,False,93.0
2026-02-20,101.0,99.0,0.07,False,False,False,101.0
2026-02-21,75.0,66.0,0.97,False,False,False,75.0
2026-02-22,45.0,48.0,-0.72,False,False,False,45.0
2026-02-23,82.0,82.0,-0.16,False,False,False,82.0
2026-02-24,89.0,83.0,0.47,False,False,False,89.0
2026-02-25,87.0,86.0,-0.05,False,False,False,87.0
2026-02-26,64.0,74.0,-1.29,False,False,False,64.0
2026-02-27,69.0,88.0,-2.14,False,False,False,69.0
2026-02-28,50.0,57.0,-1.19,False,False,False,50.0
2026-03-01,66.0,48.0,2.64,False,False,False,66.0
2026-03-02,98.0,83.0,1.27,False,False,False,98.0
2026-03-03,83.0,82.0,0.0,False,False,False,83.0
2026-03-04,85.0,89.0,-0.46,False,False,False,85.0
2026-03-05,79.0,74.0,0.42,False,False,False,79.0
2026-03-06,94.0,88.0,0.43,False,False,False,94.0
2026-03-07,51.0,58.0,-1.17,False,False,False,51.0
2026-03-08,55.0,52.0,0.38,False,False,False,55.0
2026-03-09,87.0,88.0,-0.23,False,False,False,87.0
2026-03-10,75.0,80.0,-0.69,False,False,False,75.0
2026-03-11,92.0,89.0,0.21,False,False,False,92.0
2026-03-12,68.0,72.0,-0.61,False,False,False,68.0
2026-03-13,82.0,83.0,-0.22,False,False,False,82.0
2026-03-14,63.0,62.0,0.04,False,False,False,63.0
2026-03-15,56.0,56.0,-0.17,False,False,False,56.0
2026-03-16,91.0,92.0,-0.22,False,False,False,91.0
2026-03-17,88.0,83.0,0.38,False,False,False,88.0
2026-03-18,74.0,94.0,-2.11,False,False,False,74.0
2026-03-19,79.0,76.0,0.19,False,False,False,79.0
2026-03-20,80.0,81.0,-0.19,False,False,False,80.0
2026-03-21,77.0,69.0,0.83,False,False,False,77.0
2026-03-22,57.0,61.0,-0.65,False,False,False,57.0
2026-03-23,97.0,86.0,0.88,False,False,False,97.0
2026-03-24,73.0,78.0,-0.69,False,False,False,73.0
2026-03-25,91.0,85.0,0.49,False,False,False,91.0
2026-03-26,67.0,72.0,-0.68,False,False,False,67.0
2026-03-27,65.0,74.0,-1.18,False,False,False,65.0
2026-03-28,60.0,71.0,-1.53,False,False,False,60.0
2026-03-29,37.0,67.0,-5.04,True,False,False,67.0
2026-03-30,84.0,87.0,-0.42,False,False,False,84.0
2026-03-31,93.0,86.0,0.53,False,False,False,93.0
2026-04-01,82.0,96.0,-1.39,False,False,False,82.0
2026-04-02,94.0,89.0,0.33,False,False,False,94.0
2026-04-03,64.0,91.0,-3.05,False,False,False,64.0
2026-04-04,57.0,91.0,-4.01,False,False,False,57.0
2026-04-05,28.0,90.0,-9.84,False,False,False,28.0
2026-04-06,91.0,100.0,-0.87,False,False,False,91.0
2026-04-07,79.0,100.0,-2.05,False,False,False,79.0
2026-04-08,104.0,102.0,0.09,False,False,False,104.0
2026-04-09,110.0,98.0,0.86,False,False,False,110.0
2026-04-10,200.0,98.0,5.87,False,True,False,132.0
2026-04-11,110.0,98.0,0.87,False,False,False,110.0
2026-04-12,87.0,100.0,-1.24,False,False,False,87.0
2026-04-13,130.0,101.0,2.01,False,False,False,130.0
2026-04-14,188.0,102.0,4.98,False,True,False,138.0
2026-04-15,163.0,103.0,3.72,False,True,False,139.0
2026-04-16,167.0,104.0,3.87,False,True,False,140.0
2026-04-17,169.0,105.0,3.91,False,True,False,141.0
2026-04-18,128.0,104.0,1.64,False,False,False,128.0
2026-04-19,94.0,97.0,-0.34,False,False,False,94.0
2026-04-20,220.0,106.0,6.01,False,True,False,143.0
2026-04-21,146.0,109.0,2.34,False,False,False,146.0
2026-04-22,129.0,108.0,1.38,False,False,False,129.0
2026-04-23,167.0,108.0,3.57,False,True,False,145.0
2026-04-24,122.0,110.0,0.76,False,False,False,122.0
2026-04-25,93.0,105.0,-1.11,False,False,False,93.0
2026-04-26,73.0,87.0,-1.57,False,False,False,73.0
2026-04-27,123.0,109.0,0.87,False,False,False,123.0
2026-04-28,140.0,117.0,1.36,False,False,False,140.0
2026-04-29,125.0,108.0,1.14,False,False,False,125.0
2026-04-30,110.0,108.0,0.08,False,False,False,110.0
2026-05-01,113.0,110.0,0.11,False,False,False,113.0
2026-05-02,97.0,97.0,-0.14,False,False,False,97.0
2026-05-03,68.0,68.0,-0.12,False,False,False,68.0
2026-05-04,133.0,98.0,2.41,False,False,False,133.0
2026-05-05,117.0,107.0,0.63,False,False,False,117.0
2026-05-06,128.0,89.0,2.94,False,False,False,128.0
2026-05-07,80.0,89.0,-1.04,False,False,False,80.0
2026-05-08,92.0,91.0,0.02,False,False,False,92.0
2026-05-09,75.0,78.0,-0.43,False,False,False,75.0
2026-05-10,45.0,50.0,-1.06,False,False,False,45.0
2026-05-11,124.0,83.0,3.24,False,False,False,124.0
2026-05-12,103.0,98.0,0.31,False,False,False,103.0
2026-05-13,78.0,80.0,-0.31,False,False,False,78.0
2026-05-14,95.0,84.0,0.93,False,False,False,95.0
2026-05-15,84.0,86.0,-0.35,False,False,False,84.0
2026-05-16,53.0,74.0,-2.89,False,False,False,53.0
2026-05-17,33.0,47.0,-3.1,False,False,False,33.0
2026-05-18,81.0,79.0,0.1,False,False,False,81.0
2026-05-19,87.0,93.0,-0.67,False,False,False,87.0
2026-05-20,74.0,74.0,-0.16,False,False,False,74.0
2026-05-21,74.0,82.0,-1.0,False,False,False,74.0
2026-05-22,87.0,83.0,0.34,False,False,False,87.0
2026-05-23,76.0,71.0,0.45,False,False,False,76.0
2026-05-24,46.0,47.0,-0.35,False,False,False,46.0
2026-05-25,74.0,80.0,-0.81,False,False,False,74.0
2026-05-26,100.0,91.0,0.66,False,False,False,100.0
2026-05-27,79.0,79.0,-0.07,False,False,False,79.0
2026-05-28,92.0,91.0,-0.05,False,False,False,92.0
2026-05-29,81.0,87.0,-0.67,False,False,False,81.0
2026-05-30,71.0,72.0,-0.25,False,False,False,71.0
2026-05-31,54.0,53.0,0.11,False,False,False,54.0
2026-06-01,98.0,84.0,1.18,False,False,False,98.0
2026-06-02,91.0,88.0,0.18,False,False,False,91.0
2026-06-03,79.0,84.0,-0.63,False,False,False,79.0
2026-06-04,70.0,93.0,-2.5,False,False,False,70.0
2026-06-05,91.0,81.0,0.91,False,False,False,91.0
2026-06-06,63.0,65.0,-0.37,False,False,False,63.0
2026-06-07,53.0,52.0,0.09,False,False,False,53.0
2026-06-08,71.0,80.0,-1.08,False,False,False,71.0
2026-06-09,70.0,77.0,-0.86,False,False,False,70.0
2026-06-10,81.0,84.0,-0.38,False,False,False,81.0
2026-06-11,107.0,92.0,1.16,False,False,False,107.0
2026-06-12,77.0,76.0,-0.05,False,False,False,77.0
2026-06-13,59.0,64.0,-0.85,False,False,False,59.0
2026-06-14,56.0,58.0,-0.36,False,False,False,56.0
2026-06-15,96.0,88.0,0.59,False,False,False,96.0
2026-06-16,77.0,81.0,-0.5,False,False,False,77.0
2026-06-17,107.0,103.0,0.23,False,False,False,107.0
2026-06-18,104.0,112.0,-0.75,False,False,False,104.0
2026-06-19,84.0,88.0,-0.5,False,False,False,84.0
2026-06-20,81.0,76.0,0.4,False,False,False,81.0
2026-06-21,40.0,74.0,-5.28,True,False,False,74.0
2026-06-22,107.0,112.0,-0.46,False,False,False,107.0
2026-06-23,100.0,95.0,0.28,False,False,False,100.0
